Site,Plot,X,Y,TP,Comments,Sex,Pollination,Jun-21-2021,Jun-23-2021,Jun-25-2021,Jun-28-2021,Jun-29-2021,Jun-30-2021,Jul-2-2021,Jul-5-2021,Jul-8-2021,Jul-12-2021,Jul-14-2021,Jul-16-2021,Jul-19-2021,Jul-21-2021,Jul-23-2021,Jul-26-2021
T3,E,753,6,GC,,F,,0,2,5,0,,3,10,7,3,2,0,1,0,0,,
T3,E,765,21,RD,2 PCS,F,,0,0,B,0,,0,B,4,4,2,1,1,0,0,,
T3,E,799,39,OC,DB,H?,,0,B,1,2,,3,8,15,10,2,0,0,0,,,
T3,E,809,26,GD,"Big, 4 PCS",F,,0,11,13,10,,16,37,29,16,3,1,1,1,0,,0
T3,E,814,11,YS,,F,,0,6,17,0,,15,49,27,10,0,0,,,,,
T3,E,819,-5,OC,small,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,819,50,BH,,F,,0,B,2,1,,2,7,5,1,0,0,,,,,
T3,E,824,43,WC,2 small PCS,F,,0,B,B,0,,0,4,6,3,0,0,,,,,
T3,E,826,-3,BC,,F,,0,B,B,0,,6,25,31,25,10,5,1,1,0,,0
T3,E,829,-12,GD,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,833,-27,BH,small,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,835,30,OH,DB,,,0,B,1,0,,0,0,B,B ,B,0,0,0,,,
T3,E,836,3,RC,"DB, ST",F?,,0,0,0,0,,0,B,B,1,1,0,0,0,,,
T3,E,866,-38,RC,small,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,872,1,YH,"ST, DB, 2 PCS",H?,,0,B,B,2,,1,7,7,3,0,0,,,,,
T3,E,872,30,GS,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,878,22,BC,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,879,-26,OC,,,,0,0,0,0,,0,0,B,1,0,0,,,,,
T3,E,886,-37,WC,,H?,,0,B,B,0,,3,8,18,30,19,11,13,6,4,,0
T3,E,895,-30,GS,,H?,,0,B,B,0,,5,9,6,2,1,1,1,0,0,,
T3,E,905,-24,RH,small,F,,0,0,0,0,,0,B,1,1,0,0,,,,,
T3,E,917,-42,BH,,,,0,0,0,0,,0,B,B,B,B,B,B,B,B,,0
T3,E,918,-7,YS,small,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,941,23,RC,DB,F?,,0,0,0,0,,0,B,1,1,0,0,,,,,
T3,E,956,25,OD,"DB, 4 PCS",H,,0,B,B,0,,0,6,13,11,5,2,2,0,0,,
T3,E,964,7,GS,"2 PCS, ST",H,,0,0,0,0,,0,B,3,3,2,2,1,1,0,,
T3,E,968,45,BH,tiny,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,971,18,YC,DB,H,,0,0,0,0,,0,B,B,B,B,B,B,B,1,,0
T3,E,976,47,WH,,F,,0,B,B,0,,0,2,1,2,0,0,,,,,
T3,E,996,5,WC,"tiny, DB",,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,1007,23,RH,,H?,,0,0,B,0,,0,2,3,1,0,0,,,,,
T3,E,1030,0,OD,ST,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,1033,37,GH,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,1035,30,YD,DB,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,1042,19,BH,"3 PCS, DB",F,,0,0,1,2,,1,5,13,9,5,0,0,0,0,,
T3,E,1046,37,RC,,H?,,0,0,B,0,,1,5,6,4,1,0,0,0,0,,
T3,E,1047,29,WH,"2 PCS, DB",F,,0,0,0,0,,0,1,1,2,0,0,,,,,
T3,E,1050,9,OD,,H,,0,0,0,0,,0,B,B,2,3,2,1,0,0,,
T3,E,1061,48,RS,,H?,,0,0,0,0,,0,1,1,1,0,1,1,0,0,,
T3,E,1074,18,OH,tiny,H,,0,0,B,0,,0,B,2,3,3,2,2,1,0,,0
T3,E,1076,32,GD,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,1077,22,YH,2 PCS,F?,,0,0,0,0,,0,B,2,2,0,0,,,,,
T3,E,1080,5,BH,"DB, ST",F,,0,0,B,0,,0,B,1,1,2,2,2,2,0,,0
T3,E,1083,31,WH,,H,,0,0,B,0,,0,B,1,1,2,2,0,0,0,,
T3,E,1090,3,RD,DB,H,,0,0,0,0,,0,B,B,B,B,1,1,0,0,,
T3,E,1122,0,OD,in middle of tape,,,0,0,0,0,,0,0,0,0,0,,,,,,
T3,E,1247,2,GS,,F,,0,0,0,0,,0,2,2,0,0,,,,,,
T4,CA,117,16,RD,,H,,0,0,0,0,,0,0,B,3,3,0,,1,0,0,
T4,CA,198,36,OH,,H,,0,0,0,0,,0,0,0,0,B,1,1,2,1,1,
T4,CA,220,26,RH,,H,,0,0,0,B,,B,0,2,4,0,0,,,,,
T4,CA,248,40,YD,,H?,,0,0,0,2,,2,7,6,4,1,1,0,0,0,,
T4,CA,267,28,BH,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,320,-41,RD,mostly dead,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,362,46,WC,DB,F,,0,0,0,B,,B,6,14,13,3,2,1,3,2,2,
T4,CA,367,37,RH,DB,H?,,0,0,0,B,,B,0,2,1,0,0,,,,,
T4,CA,368,35,GS,DB,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,415,20,OS,"TP to right, DB, under willow",,,0,0,0,B,,B,0,B,B,B,,,0,0,,
T4,CA,430,24,YD,"DB, under willow",,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,465,16,YH,"tiny, under willow, TP top right",,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,485,22,OD,"big, TP under willow",H,,0,0,0,0,,B,0,1,4,14,9,11,11,6,5,
T4,CA,503,28,RC,"DB, pipe",,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,536,33,WC,"DB, grass in mid",,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,620,-46,OC,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,639,-9,YH,"DB, 2 PCS, !PHL",H,,0,0,0,B,,B,0,1,0,0,,,,,,
T4,CA,655,-15,BH,DB ,H,,0,0,0,0,,0,0,1,0,0,,,,,,
T4,CA,658,-50,GS,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,687,-24,GD,,H,,0,0,0,1,,1,0,0,0,0,,,,,,
T4,CA,794,50,BH,TP top left,F,,0,0,0,1,,0,0,0,0,0,,,,,,
T4,CA,856,23,YC,3 PCS,H,,0,0,0,B,,B,1,1,1,0,0,,,,,
T4,CA,864,18,RH,,F,,0,0,0,8,,11,26,21,5,0,0,,,,,
T4,CA,864,33,OD,tiny,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,865,39,GS,surrounds a grass,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,904,49,WC,,H,,0,0,0,B,,1,4,5,3,0,0,,,,,
T4,CA,935,1,GD,ST,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,947,0,BH,"ST, mostly dead",,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,960,10,OS,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,979,13,YS,TP top right,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,990,0,WH,"ST, TP in front",H,,0,0,0,2,,3,5,9,9,2,2,2,1,0,0,
T4,CA,1175,16,RH,,H,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,1208,-42,RS,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CA,1248,-14,OH,TP to the left,H,,0,0,0,0,,0,0,0,1,0,0,,,,,
T4,CB,3,30,BH,,H,,0,B,B,B,,B,3,13,29,31,31,28,15,7,1,
T4,CB,95,-50,BC,,F,,0,B,B,1,,3,6,11,17,8,4,2,0,0,,
T4,CB,162,48,YS,,H,,0,1,2,2,,3,14,32,18,7,4,1,0,0,,
T4,CB,176,5,GD,,H,,0,3,5,3,,3,10,13,2,0,0,,,,,
T4,CB,195,-12,RH,,H,,0,1,1,2,,3,7,37,59,16,14,7,3,0,0,
T4,CB,237,-22,WH,,,,0,0,0,B,,B,0,B,2,7,11,11,12,8,3,
T4,CB,334,-50,RC,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,341,15,YD,,H,,0,B,B,B,,B,3,7,5,0,0,,,,,
T4,CB,360,-20,GC,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,364,14,WH,DB,H,,0,0,B,1,,1,2,4,3,2,1,3,0,1,1,
T4,CB,368,18,RD,,H,,0,0,0,B,,B,1,4,4,1,1,1,1,0,0,
T4,CB,423,-13,RH,3 PCS,H?,,0,1,4,3,,3,4,11,15,7,4,3,2,1,0,
T4,CB,442,-28,WC,plt R of TP,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,454,38,OS,,H,,0,3,4,2,,5,10,21,39,30,27,16,5,1,0,
T4,CB,455,17,YS,,H,,0,B,B,1,,10,33,42,21,3,3,2,0,0,,
T4,CB,476,-48,YD,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,500,-3,GD,,H,,0,B,3,5,,19,26,39,20,8,8,3,1,0,0,
T4,CB,504,-30,OS,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,540,-32,RH,"!PHL, DB",,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,560,-50,BH,"out?, !PHL",F?,,0,0,0,0,,0,1,1,B,0,0,,,,,
T4,CB,574,34,GD,,H,,0,0,B,1,,2,3,6,3,1,1,0,0,0,,
T4,CB,597,-10,OS,,H,,0,0,B,B,,2,8,10,6,4,3,2,0,0,,
T4,CB,607,-19,BC,,,,0,0,0,0,,0,0,1,0,0,,,,,,
T4,CB,608,-11,GH,,H,,0,0,B,B,,2,3,6,8,3,2,2,0,0,,
T4,CB,735,14,RS,looks mostly dead,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,848,-48,WC,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,849,49,GH,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,860,-17,RH,,H,,0,1,1,2,,1,4,9,7,2,2,2,0,0,,
T4,CB,866,50,WH,,H,,0,7,17,13,,35,35,70,69,36,33,34,24,15,13,
T4,CB,870,-44,BH,"big, !PHL, DB",H,,0,0,0,0,,0,0,2,2,0,0,,,,,
T4,CB,884,-3,GD,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,891,49,YC,"!PHL, incl pc to RT",F,,0,0,0,0,,0,0,0,4,2,2,2,,,,
T4,CB,893,-48,OH,"2 PCS, DB",,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,894,-11,BC,small,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,896,-15,YS,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,897,-35,WH,,H?,,0,0,0,0,,0,0,1,1,0,B,B,0,0,,
T4,CB,897,16,OH,,,,0,0,0,0,,B,0,2,0,0,,,0,0,,
T4,CB,911,-3,BH,ST,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,CB,912,43,OH,"big, !PHL",H,,0,0,0,0,,B,0,B,3,3,2,1,0,0,,
T4,CB,937,12,BH,,F,,0,B,1,2,,4,9,13,6,3,2,1,1,0,0,
T4,CB,944,18,YH,,F,,0,B,B,0,,2,8,23,20,8,7,7,4,4,1,
T4,CB,960,-32,RH,,H,,0,B,B,3,,3,5,3,4,0,0,,,,,
T4,CB,970,-14,GD,,F,,0,23,12,0,,2,2,2,0,0,,,,,,
T4,CB,978,30,RD,big,H,,0,B,7,4,,14,32,97,108,53,50,47,21,6,4,
T4,CB,1141,49,YS,,H,,0,2,3,4,,7,9,18,15,9,5,4,1,0,0,
T4,CB,1198,4,GD,,H,,0,29,16,1,,3,3,2,1,0,B,1,0,0,,
T4,CB,1206,37,OS,,H,,0,B,3,0,,1,2,2,1,0,0,,,,,
T4,EA,162,12,RD,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,224,49,OD,,H,,0,0,0,0,,2,13,56,123,169,134,143,90,35,14,
T4,EA,249,50,YD,DB,F?,,0,0,0,0,,0,5,6,7,3,1,1,0,0,,
T4,EA,266,46,BH,,,,0,0,0,0,,0,0,0,1,0,0,,,1,1,
T4,EA,269,45,GS,DB,,,0,0,0,0,,0,B,0,8,19,6,13,5,4,3,
T4,EA,274,41,WC,,,,0,0,0,0,,0,B,0,4,4,1,1,0,0,,
T4,EA,280,39,RD,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,286,17,OC,,F,,0,0,0,0,,0,B,0,B,B,0,0,0,,,
T4,EA,295,-34,RC,,H?,,0,0,0,0,,3,6,20,30,27,13,19,8,0,0,
T4,EA,300,23,YD,,F,,0,0,0,0,,0,1,20,30,20,5,5,0,0,,
T4,EA,307,48,GD,,F,,0,0,0,0,,5,14,21,20,4,1,2,0,0,,
T4,EA,311,26,BH,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,313,36,WC,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,317,41,RS,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,344,32,OD,,,,0,0,0,0,,0,0,0,1,2,2,2,1,1,3,
T4,EA,404,26,YC,DB on left,F?,,0,0,0,0,,0,B,1,6,5,2,3,1,0,0,
T4,EA,412,17,BC,mostly dead,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,425,19,RD,,,,,,,,,,,,,1,0,0,1,1,0,
T4,EA,448,-3,OH,"ST, 2 PCS",,,0,0,0,0,,0,1,0,3,2,0,1,1,1,0,
T4,EA,461,10,OH,"ST, 2 PCS, DB",,,0,0,0,0,,0,0,0,4,2,1,0,0,0,0,
T4,EA,469,-26,YD,,,,0,0,0,0,,0,0,0,0,1,6,8,19,16,12,
T4,EA,473,38,GS,,F,,0,0,0,0,,0,1,3,6,4,2,3,2,1,0,
T4,EA,507,-46,GS,,,,0,0,0,B,,0,3,9,14,6,1,2,0,0,,
T4,EA,545,-50,BH,"DB, 2 PCS",,,0,0,0,0,,0,0,0,1,2,1,0,0,0,,
T4,EA,631,36,RH,!PHL,H,,0,0,0,0,,3,23,49,69,76,57,46,17,8,2,
T4,EA,643,42,OD,DB,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,745,18,YD,,F,,0,0,0,0,,3,3,1,3,0,,,,,,
T4,EA,749,8,RS,,F,,0,0,0,0,,6,14,19,24,10,4,3,2,0,0,
T4,EA,752,21,BH,2 PCS,H,,0,0,0,0,,0,2,14,22,7,2,3,0,0,,
T4,EA,758,9,OD,,H,,0,0,0,0,,0,2,1,2,0,0,,,,,
T4,EA,760,19,GH,3 PCS,H,,0,0,0,4,,17,35,52,61,20,4,4,2,0,0,
T4,EA,853,29,WH,,F,,0,0,0,3,,8,27,53,64,43,22,19,6,1,0,
T4,EA,865,-13,WC,,F,,0,0,0,0,,10,33,38,50,9,0,0,0,0,,
T4,EA,896,-11,RS,2 PCS,H,,0,0,0,2,,3,15,35,44,52,27,29,15,2,,
T4,EA,1201,19,RS,,,,0,0,0,0,,0,1,0,1,5,3,4,2,0,0,
T4,EA,1203,-24,BH,,,,0,0,0,0,,0,0,0,0,0,,,,,,
T4,EA,1266,31,OD,mostly dead,,,0,0,0,0,,0,B,0,B,1,1,1,0,0,,
T4,EA,1295,-9,YD,,F,,0,0,0,0,,0,1,0,0,0,,,,,,
T4,EB,22,-26,RS,,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,245,-1,OS,ST,F?,,0,0,0,0,,1,1,2,1,1,0,0,0,0,,
T4,EB,289,-34,WS,,,,0,0,0,0,,0,B,0,1,2,1,2,1,1,1,
T4,EB,290,0,GS,"ST, TP in front",F?,,0,0,0,0,,0,1,0,0,0,,,,,,
T4,EB,315,12,RC,,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,320,-10,YC,2 PCS,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,321,-46,WH,,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,357,-15,OH,,H,,0,B,B,0,,3,6,6,6,2,0,0,0,0,,
T4,EB,365,-43,BC,,F,,0,5,9,9,,8,8,11,5,4,0,1,0,0,,
T4,EB,367,-7,BH,,F?,,0,0,0,0,,0,1,7,8,8,5,5,0,0,,
T4,EB,501,20,BH,DB,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,515,,BH,,H,,,,,,,,,,,,5,4,2,0,0,
T4,EB,542,-38,YC,,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,543,-47,GH,,,,0,0,0,0,,0,B,0,1,0,0,,,,,
T4,EB,592,-42,BC,small,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,593,-30,OS,,F?,,0,0,0,0,,0,B,1,1,0,0,,,,,
T4,EB,604,-50,GS,out,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,630,-37,RC,,H,,0,10,8,9,,10,28,35,29,5,2,2,1,0,0,
T4,EB,679,33,WC,,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,681,5,OS,DB,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,690,-1,YD,tiny,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,700,13,BH,,,,0,0,0,0,,0,B,0,1,0,0,,,,,
T4,EB,712,33,YS,!PHL,H?,,0,B,B,0,,0,3,5,7,4,0,0,0,,,
T4,EB,712,46,RS,2 PCS,H,,0,0,0,0,,0,B,0,1,3,1,1,0,0,,
T4,EB,727,-50,BC,out,H,,0,B,B,0,,1,2,0,0,1,0,0,0,,,
T4,EB,740,-28,GD,,F,,0,0,0,0,,0,0,1,1,0,0,1,0,0,0,
T4,EB,742,-8,YS,2 PCS,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,748,-13,WC,,F,,0,0,B,0,,0,B,2,3,0,0,,,,,
T4,EB,748,8,WC,,H,,0,B,1,0,,2,2,2,1,0,0,,,,,
T4,EB,752,32,OH,DB,H?,,0,0,0,0,,0,1,2,3,4,4,4,3,1,1,
T4,EB,758,-22,RH,small,H?,,0,B,B,0,,0,1,1,2,1,0,1,1,0,0,
T4,EB,763,-20,BH,,H?,,0,B,B,0,,0,9,28,44,23,12,9,6,2,0,
T4,EB,765,-50,WC,not incl plt DL,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,774,-30,OS,small,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,775,-44,GS,small,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,775,-11,RC,,F?,,0,B,B,0,,0,3,6,10,6,0,,,,,
T4,EB,777,31,GD,,H,,0,4,6,7,,9,16,38,44,37,21,13,6,3,0,
T4,EB,790,-22,YS,,H,,0,B,1,0,,2,4,8,13,14,10,10,4,1,0,
T4,EB,792,26,YD,DB,F?,,0,0,B,0,,0,1,1,0,0,0,,,,,
T4,EB,802,41,RD,,H,,0,B,2,3,,7,14,19,23,11,1,1,1,0,0,
T4,EB,803,-8,OD,,,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,810,-21,BH,"DB, small",,,0,0,0,0,,0,0,0,0,0,0,,,,,
T4,EB,853,0,OS,ST,H,,0,B,1,2,,4,8,8,5,2,1,0,0,,,
T4,EB,866,8,GS,,H,,0,2,2,0,,0,0,0,0,0,0,,,,,
T4,EB,867,-12,GH,2 PCS,H?,,0,B,B,0,,0,2,3,1,0,0,,,,,
T4,EB,880,-19,RC,"huge, DB",H?,,0,B,B,0,,0,4,18,22,24,19,23,22,20,14,
T4,EB,881,12,GD,,H,,0,1,5,4,,8,11,26,23,6,0,0,0,,,
T4,EB,935,30,RD,,H,,0,0,3,2,,0,2,2,1,0,0,,,,,
T4,EB,955,27,OH,,H,,0,0,0,,,,14,,10,2,2,0,0,,,
T4,EB,994,32,GS,,H,,0,0,0,,,,5,,3,0,0,,,,,
T4,EB,1296,-2,YH,"3 PCS, ST",H,,0,0,B,0,,0,6,15,15,22,12,12,9,6,2,
T5,CA,40,-4,RH,"mostly dead, !PHL",,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,89,28,RD,,H,,0,4,10,,7,14,29,44,24,5,2,3,1,0,0,
T5,CA,90,-45,OD,,H,,0,2,5,,2,4,8,7,6,6,2,4,3,2,0,
T5,CA,124,27,GH,,H,,0,B,1,,2,2,3,2,0,0,0,0,,,,
T5,CA,144,-5,YS,TP top right,H,,0,B,B,,5,3,4,5,2,0,0,,,,,
T5,CA,148,24,RS,,F,POLL,0,4,6,,1,5,5,14,9,6,0,0,0,0,,
T5,CA,157,-17,GD,big,F,POLL,0,7,5,,4,5,6,17,24,3,0,0,0,0,,
T5,CA,183,38,WC,,F,CONTROL,0,8,1,,0,1,1,0,0,0,0,,,,,
T5,CA,186,19,GD,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,203,-2,BH,"ST, TP top right",H,,0,2,3,,1,3,5,2,1,0,0,,,,,
T5,CA,326,-30,WC,"2 PCS, DB, !PHL",,,0,0,B,,0,0,0,0,0,0,0,,,,,
T5,CA,354,-35,RD,,H,,0,2,3,,1,0,2,4,0,0,0,,,,,
T5,CA,403,39,BC,,H,,0,B,2,,2,4,8,15,5,2,0,B,,,,
T5,CA,420,23,YD,,H,,0,19,2,,0,0,0,0,0,0,0,,,,,
T5,CA,433,26,WC,not incl plt D,H,,0,10,3,,2,7,13,10,2,2,1,0,0,,,
T5,CA,433,39,GS,,H,,0,4,0,,0,4,7,9,2,0,0,,,,,
T5,CA,440,15,OC,,H,,0,B,B,,3,2,2,1,0,0,0,,,,,
T5,CA,489,40,YC,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,517,-7,OH,"TP top left, ST, !PHL",,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,572,-57,YD,2 PCS,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,575,5,RS,"ST, !BC to R",H,,0,4,3,,1,1,3,2,0,0,0,,,,,
T5,CA,575,22,YS,,H,,0,2,B,,0,1,0,2,2,0,0,,,,,
T5,CA,586,0,BC,"ST, !RS to L",H,,0,6,9,,1,1,4,3,4,4,1,1,0,0,,
T5,CA,668,10,RD,,H,,0,2,1,,0,0,0,0,0,0,0,,,,,
T5,CA,703,50,WH,!PHL,H,,0,B,B,,B,1,0,1,0,1,1,1,1,0,0,
T5,CA,725,41,OH,,H,,0,B,B,,1,1,5,14,11,11,6,7,1,0,0,
T5,CA,737,-41,BC,,F,CONTROL,0,3,2,,2,2,5,3,2,0,0,,,,,
T5,CA,745,-53,WH,,H,,0,2,3,,6,8,17,15,3,2,2,1,1,0,0,
T5,CA,767,15,BC,,F,,0,B,1,,2,2,0,14,19,18,3,3,0,0,,
T5,CA,838,47,GD,,H,,0,8,8,,4,3,3,7,5,2,0,0,0,0,,
T5,CA,840,27,BH,TP to right + side,,,0,0,0,,0,0,0,1,0,0,0,,,,,
T5,CA,847,-48,OH,2 PCS,H,,0,B,B,,7,9,24,67,87,70,34,45,15,5,0,
T5,CA,885,21,OD,TP to right,H,,0,B,3,,0,0,1,11,12,7,2,3,1,1,1,
T5,CA,898,17,RD,,F?,,0,0,B,,1,2,3,2,2,0,0,,,,,
T5,CA,908,-45,BH,,H,,0,1,1,,0,0,0,0,0,0,0,,,,,
T5,CA,910,6,WH,"ST, TP to left + side",H,,0,1,1,,3,2,8,13,5,4,0,3,2,0,0,
T5,CA,920,47,GC,TP to left,F,,0,3,15,,13,16,35,88,73,51,22,17,6,0,0,
T5,CA,928,-58,RD,"small, out",,,0,B,0,,0,0,0,0,0,0,0,,,,,
T5,CA,957,60,BC,,F,,0,1,3,,11,11,31,71,66,33,7,6,3,1,0,
T5,CA,974,55,YD,,F,,0,B,B,,1,2,12,62,79,81,49,49,25,9,3,
T5,CA,980,-4,YS,"mostly dead, ST",,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,981,48,OC,,H,,0,B,B,,3,8,17,26,25,30,8,11,6,3,1,
T5,CA,1003,48,RS,,H,,0,17,34,,39,60,62,23,8,2,0,0,,,,
T5,CA,1053,-38,WC,small,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,1064,-25,BC,,H,,0,B,1,,0,0,0,0,1,0,0,,,,,
T5,CA,1095,-47,RC,,,,0,B,B,,0,B,0,B,0,0,0,,,,,
T5,CA,1110,-7,OC,"tiny, L of TP",,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CA,1137,-33,GH,,F?,,0,0,0,,B,B,0,1,B,B,0,,,,,
T5,CA,1160,-52,RH,not incl plt D,F,,0,1,B,,0,0,0,0,0,0,0,,,,,
T5,CB,0,8,RD,,H,,49,0,176,,10,11,20,8,0,0,0,,,,,
T5,CB,3,-1,OS,TP to R,F,,0,0,B,,0,B,0,1,0,0,0,,,,,
T5,CB,61,-19,RD,y = -49?,,,B,0,1,,0,B,0,0,0,0,0,,,,,
T5,CB,115,35,GS,,F,,0,0,B,,0,0,3,3,2,3,1,0,0,0,,
T5,CB,152,-41,OD,TP is in FRONT,F?,,0,0,2,,1,0,0,1,0,0,0,,0,,,
T5,CB,177,32,YC,TP to right,H,,27,0,69,,5,7,8,12,5,0,0,,,,,
T5,CB,268,21,BC,TP to right,F,,B,0,8,,9,17,20,37,9,0,0,,,,,
T5,CB,327,-50,YS,"couldn't find??, mostly dead, TP to left",H,,0,0,0,,,,5,,0,0,0,,,,,
T5,CB,341,-14,WC,,F,CONTROL,1,0,1,,4,3,9,9,2,0,1,1,0,0,,
T5,CB,349,-23,GH,,F,POLL,10,0,30,,16,25,41,71,29,3,0,0,0,0,,
T5,CB,350,-24,BD,,H,,1,0,2,,1,3,6,5,4,1,0,0,0,0,,
T5,CB,363,15,GH,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,373,17,WH,,H,,B,0,23,,9,14,24,39,22,19,7,2,1,0,0,
T5,CB,402,-35,YS,,H,,B,0,2,,2,4,5,5,1,1,0,0,0,0,,
T5,CB,415,-55,RH,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,421,-17,OH,,H,,1,0,0,,6,7,11,21,14,0,0,,,,,
T5,CB,428,-50,GD,,F,CONTROL,B,0,0,,18,34,52,58,22,5,0,0,0,0,,
T5,CB,434,-25,BH,,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,500,-42,OH,,H,,B,0,0,,10,16,60,82,107,71,35,30,4,0,0,
T5,CB,750,-30,BH,humongous,H,,B,0,0,,15,22,30,40,24,9,1,0,1,0,0,
T5,CB,790,20,RH,"3 PCS, DB",H,,B,0,9,,6,16,27,53,52,23,10,8,4,1,0,
T5,CB,841,40,OS,TP to left,,,0,0,0,,0,0,0,0,0,0,0,,,,,
T5,CB,848,7,YC,ST,H,,B,0,1,,1,2,4,3,1,1,0,0,0,,,
T5,CB,852,-27,WC,,F,,B,0,0,,2,2,9,2,1,0,0,,,,,
T5,CB,857,-11,YC,,,,0,0,0,,0,0,0,0,0,0,1,0,0,0,,
T5,CB,859,2,GS,"ST, TP top right",F,CONTROL,1,0,B,,0,0,0,0,B,0,0,,,,,
T5,CB,863,-50,RH,,F,,0,0,0,,B,0,1,3,1,3,0,0,0,0,,
T5,CB,877,0,BH,ST,F,,0,0,3,,1,3,4,11,13,8,1,0,0,0,,
